DIRECTORIO,CANT_HOG_COMPLETOS,SECUENCIA_ENCUESTA,SECUENCIA_P,ORDEN,P1070,P4005,P4015,P4567,P8520,P8520S1,P8520S1A1,P8520S3,P8520S4,P8520S4A1,P8520S5,P4065,P4065S1,P4065S2,P4065S3,P4065S4,P5661,P5661S1,P5661S2,P5661S3,P5661S4,P5661S5,P5661S6,P5661S7,P5661S9,P1891,P1891S1,P1891S2,P1891S3,P1891S4,P1891S5,FEX_C,CLASE
6010705,1,1,1,1,1,1,6,2, ,1,1,1,2, ,1, ,2,2,2,2, ,1,1,1,1,1,1,2,1, ,1,2,1,2,2,306,9.49306E+11
6010706,1,1,1,1,1,4,6,2, ,1,1,1,1,1,1, ,2,2,2,2, ,1,1,1,1,1,2,4,1, ,2,2,2,2,2,274,4.807E+11
6010707,1,1,1,1,1,1,4,3, ,1,2,1,1,1,1, ,2,2,2,2, ,1,1,1,1,1,2,3,1, ,2,2,2,2,2,240,4.67107E+11
6010708,1,1,1,1,1,1,4,3, ,1,2,1,1,1,1, ,2,2,2,2, ,1,1,1,1,1,1,3,1, ,2,2,2,2,2,243,6.8461E+11
6010709,1,1,1,1,1,1,6,2, ,1,1,1,2, ,1, ,2,2,2,2, ,1,1,1,1,1,2,3,1, ,2,1,1,1,2,149,3.62751E+11
6010710,1,1,1,1,1,1,6,2, ,1,1,1,2, ,1, ,2,2,2,2, ,1,1,1,1,1,1,2,1, ,2,2,2,2,2,290,5.70951E+11
6010711,1,1,1,1,1,1,6,2, ,1,1,1,2, ,1, ,2,2,2,2, ,1,1,1,1,1,1,3,1, ,2,1,2,2,2,187,5.55775E+11
6010712,1,1,1,1,1,3,6,2, ,1,1,2,2, ,1, ,1,2,2,2, ,1,1,1,1,1,1,1,1, ,2,2,2,2,2,238,4.11208E+11
6010713,1,1,1,1,1,1,6,2, ,1,1,1,2, ,1, ,2,2,2,2, ,1,1,1,1,1,1,3,1, ,2,2,2,2,2,366,13979248081
6010714,1,1,1,1,2,1,4,2, ,1,3,1,1,2,1, ,2,2,2,2, ,1,1,1,1,1,2,2,1, ,2,2,2,2,2,674,2.79284E+11
6010716,1,1,1,1,1,1,4,2, ,1,3,1,1,2,1, ,2,2,2,2, ,1,1,1,1,1,1,1,1, ,2,2,2,2,2,707,4.41547E+11
6010717,1,1,1,1,1,4,5,2, ,1,2,1,1,1,1, ,2,2,2,2, ,1,1,1,1,1,1,1,1, ,2,1,2,2,2,274,8.1955E+11
6010718,1,1,1,1,2,1,4,2, ,1,1,1,1,1,1, ,2,2,2,2, ,1,1,1,1,1,2,1,1, ,1,2,1,2,2,143,1.63062E+11
6010719,1,1,1,1,2,1,4,1, ,1,2,1,1,1,1, ,2,2,2,2, ,1,1,1,1,1,1,1,1, ,2,2,2,2,2,286,6.56376E+11
6010720,1,1,1,1,1,1,4,2, ,1,2,1,1,1,1, ,1,2,1,2, ,1,1,1,1,1,1,3,1, ,1,1,2,2,2,360,4.64978E+11
6010721,1,1,1,1,1,1,4,3, ,1,1,1,1,1,1, ,2,2,2,2, ,1,1,1,1,1,2,1,1, ,2,2,2,2,2,360,4.64978E+11
6010722,1,1,1,1,2,1,4,2, ,1,2,1,1,1,1, ,2,2,2,2, ,1,1,1,1,1,1,1,1, ,2,1,2,2,2,168,9.24747E+11
6010723,1,1,1,1,1,1,4,2, ,1,2,1,1,1,1, ,2,2,2,2, ,1,1,1,1,1,1,3,1, ,2,1,2,2,2,149,8.19819E+11
6010725,1,1,1,1,1,1,6,2, ,1,1,1,1,2,1, ,2,2,2,2, ,1,1,1,1,1,2,2,1, ,2,2,2,2,2,187,5.55775E+11
6010727,1,1,1,1,1,1,6,4, ,1,1,1,1,1,1, ,2,2,2,2, ,2,1,1,1,1,1,2,1, ,2,1,2,2,2,247,5.92726E+11
6010728,1,1,1,1,1,3,6,2, ,1,1,1,1,1,1, ,2,2,2,2, ,1,1,1,1,1,1,1,1, ,2,2,2,2,2,290,3.78194E+11
6010730,1,1,1,1,1,1,4,2, ,1,2,1,1,1,1, ,2,2,2,2, ,1,1,1,1,1,1,2,1, ,2,2,2,2,2,198,9.47311E+11
6010731,1,1,1,1,1,1,4,4, ,1,2,1,1,1,1, ,2,2,2,2, ,1,1,1,1,1,1,4,1, ,1,1,2,1,2,219,59752309218
6010732,1,1,1,1,1,3,7,4, ,1,1,1,1,1,1, ,2,2,2,2, ,1,1,1,1,1,1,3,1, ,1,1,2,2,2,315,4.06855E+11
6010733,1,1,1,1,1,4,6,4, ,1,1,1,1,1,1, ,2,2,2,2, ,1,1,1,1,1,3,1,1, ,1,1,2,2,2,131,92341533544
6010734,1,1,1,1,1,3,6,2, ,1,1,1,1,1,1, ,1,2,2,2, ,1,1,1,1,1,1,1,1, ,2,1,2,2,2,219,7.14291E+11
6010735,1,1,1,1,1,3,7,4, ,2, ,1,1,1,1, ,2,2,2,2, ,1,1,1,1,1,1,3,1, ,2,2,2,2,2,318,9.61992E+11
6010737,1,1,1,1,1,3,4,4, ,1,1,1,1,1,1, ,2,2,2,2, ,1,1,1,1,1,1,1,1, ,2,2,2,2,2,173,5.67364E+11
6010738,1,1,1,1,1,1,4,2, ,1,1,1,1,2,1, ,2,2,2,2, ,1,1,1,1,1,2,2,1, ,1,1,2,2,2,784,2.21968E+11
6010739,1,1,1,1,1,4,6,2, ,1,1,1,1,1,1, ,2,2,2,2, ,1,1,1,1,1,1,1,1, ,1,1,2,2,2,214,4.98911E+11
6010740,1,1,1,1,1,3,6,2, ,1,1,1,1,1,1, ,2,2,2,2, ,1,1,1,1,1,1,2,1, ,2,2,2,2,2,362,7.28128E+11
6010741,1,1,1,1,1,1,4,2, ,1,1,1,1,1,1, ,2,2,2,2, ,1,1,1,1,1,1,4,1, ,2,1,2,2,2,318,9.61992E+11
6010742,1,1,1,1,1,3,6,2, ,1,1,1,1,1,1, ,2,2,2,2, ,1,1,1,1,1,1,1,1, ,2,2,2,2,2,240,4.67107E+11
6010743,1,1,1,1,1,1,4,2, ,1,1,1,1,1,1, ,2,2,2,2, ,1,1,1,1,1,1,1,1, ,2,2,2,2,2,240,4.67107E+11
6010744,1,1,1,1,1,1,6,2, ,1,2,1,1,1,1, ,2,2,2,2, ,1,1,1,1,1,1,2,1, ,2,1,2,1,2,240,4.67107E+11
6010745,1,1,1,1,1,4,4,2, ,1,1,1,1,1,1, ,2,2,2,2, ,1,1,1,1,1,2,3,1, ,1,1,1,2,2,198,9.47311E+11
6010746,1,1,1,1,1,4,5,2, ,1,1,2,2, ,1, ,2,2,2,2, ,1,1,1,1,1,1,1,1, ,2,2,2,2,2,290,5.70951E+11
6010747,1,1,1,1,1,3,6,2, ,1,1,2,2, ,1, ,2,2,2,2, ,1,1,1,1,1,1,1,1, ,2,1,2,2,2,165,2.95601E+11
6010748,1,1,1,1,1,4,6,2, ,1,2,2,2, ,1, ,1,2,2,2, ,1,1,1,1,1,1,2,1, ,2,2,2,2,2,166,54308221697
6010749,1,1,1,1,1,3,4,2, ,1,1,2,2, ,1, ,2,2,2,2, ,1,1,1,1,1,1,1,1, ,1,1,2,2,2,293,8.97722E+11
6010750,1,1,1,1,1,4,6,2, ,1,1,2,2, ,1, ,2,2,2,2, ,1,1,1,1,1,1,2,1, ,1,1,2,2,2,187,5.55775E+11
6010751,1,1,1,1,1,3,5,2, ,1,1,2,2, ,1, ,2,2,2,2, ,1,1,1,1,1,1,1,1, ,2,2,2,2,2,290,5.70951E+11
6010752,1,1,1,1,1,5,5,2, ,2, ,2,2, ,2, ,2,2,2,2, ,1,1,1,1,1,1,2,1, ,2,1,2,2,2,889,7.46301E+11
6010753,1,1,1,1,1,1,6,2, ,1,1,1,1,2,1, ,2,2,2,2, ,1,1,1,1,1,1,2,1, ,2,2,2,2,2,146,35979870847
6010756,1,1,1,1,1,1,5,3, ,1,1,1,1,1,1, ,2,2,2,2, ,1,2,2,1,1,2,2,1, ,2,2,2,2,2,202,1.64815E+11
6010757,1,1,1,1,1,3,2,2, ,1,1,2,1,1,1, ,2,2,2,2, ,1,1,1,1,1,1,1,1, ,2,2,2,2,2,276,1.40944E+11
6010758,1,1,1,1,1,1,4,3, ,1,1,1,1,1,1, ,2,2,2,2, ,1,1,1,1,1,1,2,3, ,2,2,2,2,2,290,4.36321E+11
6010759,1,1,1,1,1,1,6,4, ,1,1,2,1,1,1, ,2,2,2,2, ,1,1,1,1,1,1,1,1, ,2,2,2,2,2,223,1.5266E+11
6010762,1,1,1,1,1,1,4,2, ,1,2,1,1,1,1, ,2,2,2,2, ,1,1,1,1,1,1,3,1, ,1,1,2,2,2,202,1.64815E+11
6010763,1,1,1,1,1,1,6,2, ,1,1,1,1,1,1, ,2,2,2,2, ,1,1,1,1,1,1,1,1, ,2,1,2,2,2,240,4.67107E+11
6010764,1,1,1,1,1,1,6,2, ,1,2,1,1,1,1, ,2,2,2,2, ,1,1,1,1,1,2,2,1, ,2,1,2,2,2,290,5.70951E+11
6010765,1,1,1,1,1,1,4,2, ,1,2,1,1,1,1, ,2,2,2,2, ,1,1,1,1,1,2,2,1, ,2,2,2,2,2,173,5.67364E+11
6010766,1,1,1,1,1,1,6,4, ,1,1,1,1,1,1, ,2,2,2,2, ,1,1,1,1,1,1,1,1, ,2,2,2,2,2,131,92341533544
6010768,1,1,1,1,1,1,6,2, ,1,1,1,1,1,1, ,2,2,2,2, ,1,1,1,1,1,1,2,1, ,2,1,2,2,2,287,3.53448E+11
6010770,1,1,1,1,1,1,2,2, ,1,2,1,1,1,1, ,2,2,2,2, ,1,1,1,1,1,1,1,1, ,2,2,2,2,2,164,5.49492E+11
6010771,1,1,1,1,1,1,6,2, ,1,1,1,1,1,1, ,2,2,2,2, ,1,1,1,1,1,1,2,1, ,2,2,2,2,2,287,3.53448E+11
6010772,1,1,1,1,1,1,6,2, ,1,1,1,1,1,1, ,2,2,2,2, ,1,1,1,1,1,1,1,1, ,2,2,2,2,2,287,3.53448E+11
6010773,1,1,1,1,1,1,6,2, ,1,1,1,1,1,1, ,2,2,2,2, ,1,1,1,1,1,1,2,1, ,2,1,1,2,2,198,9.47311E+11
6010775,1,1,1,1,1,1,4,2, ,1,1,1,1,1,1, ,2,2,2,2, ,1,1,1,1,1,1,1,1, ,2,2,2,2,2,311,23993289767
6010776,1,1,1,1,1,3,6,2, ,1,2,1,1,1,1, ,2,2,2,2, ,1,1,1,1,1,1,1,1, ,1,1,2,2,2,198,9.47311E+11
6010777,1,1,1,1,1,1,6,2, ,1,1,1,1,1,1, ,2,2,2,2, ,1,1,1,1,1,1,1,1, ,2,2,2,2,2,290,5.70951E+11
6010778,1,1,1,1,1,1,4,4, ,1,1,1,1,1,1, ,2,2,2,2, ,1,1,1,1,1,1,2,1, ,2,2,2,2,2,187,5.55775E+11
6010779,1,1,1,1,2,1,6,2, ,1,1,1,1,1,1, ,2,2,2,2, ,1,1,1,1,1,1,1,1, ,2,1,2,2,2,187,5.55775E+11
6010782,1,1,1,1,1,1,4,3, ,1,1,1,1,1,1, ,2,2,2,2, ,1,1,1,1,1,1,1,1, ,2,2,2,2,2,219,59752309218
6010783,1,1,1,1,1,1,4,2, ,1,2,1,1,1,1, ,2,2,2,2, ,1,1,1,1,1,2,2,1, ,2,2,2,2,2,414,7.71325E+11
6010784,1,1,1,1,1,1,6,2, ,1,2,1,1,1,1, ,2,2,2,2, ,1,1,1,1,1,1,1,1, ,1,1,1,1,2,311,23993289767
6010785,1,1,1,1,1,3,6,2, ,1,1,1,1,1,1, ,2,2,2,2, ,1,1,1,1,1,2,2,1, ,2,2,1,2,2,272,9.31833E+11
6010786,1,1,1,1,1,1,6,2, ,1,1,1,1,1,1, ,2,2,2,2, ,1,1,1,1,1,1,4,1, ,2,1,2,2,2,473,1.20143E+11
6010787,1,1,1,1,1,3,4,2, ,1,2,1,1,1,1, ,2,2,2,2, ,1,1,1,1,1,1,2,1, ,1,2,2,2,2,190,8.82547E+11
6010788,1,1,1,1,1,7,6,2, ,1,2,1,1,1,1, ,2,2,2,2, ,1,1,1,1,1,1,3,1, ,1,2,2,2,2,239,17731595975
6010792,1,1,1,1,1,1,4,2, ,1,1,1,1,1,1, ,2,2,2,2, ,1,1,1,1,1,1,2,1, ,2,1,2,2,2,287,3.53448E+11
6010793,1,1,1,1,1,3,6,2, ,1,1,1,1,1,1, ,2,2,2,2, ,1,1,1,1,1,1,2,1, ,1,2,2,2,2,228,3.43357E+11
6010796,1,1,1,1,1,1,4,1, ,1,3,1,1,3,1, ,2,2,2,2, ,4,1,2,2,3,3,2,1, ,2,2,2,2,2,666,5.7655E+11
6010797,1,1,1,1,1,1,4,3, ,1,3,1,1,3,1, ,2,2,2,2, ,1,2,2,1,1,2,3,1, ,2,2,2,2,2,283,93222083946
6010798,1,1,1,1,1,1,4,4, ,1,3,1,1,3,1, ,2,2,2,2, ,1,1,1,1,1,1,2,1, ,1,1,2,2,2,359,4.74216E+11
6010799,1,1,1,1,1,1,4,4, ,1,3,1,1,3,1, ,2,2,2,2, ,3,2,3,2,2,2,2,1, ,1,2,2,2,2,563,34099075658
6010800,1,1,1,1,1,1,4,4, ,1,3,1,1,3,1, ,2,2,2,2, ,1,2,1,2,1,2,2,1, ,1,2,2,2,2,659,8.2549E+11
6010801,1,1,1,1,1,1,4,4, ,1,3,1,1,3,1, ,2,2,2,2, ,2,3,1,4,1,2,1,1, ,1,1,1,2,2,436,4.88027E+11
6010802,1,1,1,1,1,1,4,4, ,1,3,1,1,3,1, ,2,2,2,2, ,1,3,3,2,3,3,3,1, ,1,2,1,2,2,928,1.81286E+11
6010803,1,1,1,1,1,1,4,4, ,1,3,1,1,3,1, ,2,2,2,2, ,1,1,1,1,1,2,1,1, ,2,2,2,2,2,596,5.13445E+11
6010804,1,1,1,1,1,1,4,4, ,1,3,1,1,3,1, ,2,2,2,2, ,1,3,1,1,1,3,3,3, ,2,2,2,2,2,474,7.97716E+11
6010806,1,1,1,1,1,1,4,1, ,1,2,1,1,3,1, ,2,2,2,2, ,1,1,1,1,1,1,2,1, ,2,2,2,2,2,393,7.77558E+11
6010807,1,1,1,1,1,1,4,3, ,1,3,1,1,3,1, ,2,2,2,2, ,1,3,1,2,1,2,3,1, ,1,1,1,2,2,326,47499444812
6010808,1,1,1,1,1,1,4,3, ,1,3,1,1,3,1, ,2,2,2,2, ,1,1,4,1,1,3,4,1, ,1,1,1,2,1,288,8.25488E+11
6010809,1,1,1,1,1,1,4,1, ,1,3,1,1,3,1, ,2,2,2,2, ,3,4,2,2,3,3,3,1, ,1,2,1,2,2,720,3.64461E+11
6010810,1,1,1,1,1,5,2,4, ,1,1,2,1,3,1, ,1,2,2,2, ,1,2,2,1,1,1,4,2, ,2,2,2,2,2,368,98461898987
6010811,1,1,1,1,1,5,5,3, ,1,1,2,2, ,2, ,2,2,2,2, ,1,2,1,1,1,1,4,4, ,2,1,1,1,1,677,3.08055E+11
6010812,1,1,1,1,1,5,5,3, ,1,1,2,2, ,2, ,2,2,2,1, ,3,4,4,3,2,2,4,4, ,2,1,1,2,1,576,2.82673E+11
6010813,1,1,1,1,1,5,5,3, ,1,1,2,1,2,2, ,1,2,2,1, ,2,3,2,1,1,2,4,4, ,2,1,1,1,1,461,5.16821E+11
6010814,1,1,1,1,1,5,5,3, ,1,1,2,2, ,2, ,2,2,2,1, ,2,4,2,3,1,3,4,4, ,2,1,2,1,1,372,99299564746
6010815,1,1,1,1,1,1,5,3, ,1,1,2,1,2,1, ,2,2,2,2, ,2,3,1,2,1,2,4,4, ,2,1,2,2,2,438,16456735008
6010816,1,1,1,1,1,1,4,3, ,1,1,1,1,2,1, ,2,2,2,1, ,1,3,2,3,1,4,4,4, ,2,1,2,2,1,356,1.51435E+11
6010817,1,1,1,1,1,1,6,3, ,1,3,1,1,3,1, ,2,2,2,2, ,4,1,1,1,1,4,3,1, ,1,1,2,2,1,625,3.83362E+11
6010818,1,1,1,1,1,1,4,1, ,1,3,1,1,3,1, ,2,2,2,2, ,2,1,1,4,1,1,2,1, ,2,1,2,2,2,484,9.52829E+11
6010819,1,1,1,1,1,1,6,3, ,1,2,1,1,3,1, ,2,2,2,2, ,2,4,4,2,2,4,4,1, ,2,1,2,2,1,393,7.77558E+11
6010820,2,1,1,1,1,1,4,3, ,1,2,1,1,2,1, ,2,2,2,2, ,1,1,2,1,2,2,2,1, ,1,1,2,2,2,538,9.65153E+11
6010821,1,1,1,1,1,5,2,4, ,1,1,2,1,3,1, ,2,2,2,2, ,1,2,3,4,4,3,2,4, ,1,1,1,1,2,348,7.47046E+11
6010823,1,1,1,1,1,1,4,1, ,1,1,1,1,3,1, ,2,2,2,2, ,2,2,2,1,2,2,1,1, ,1,2,2,2,2,389,7.71472E+11
6010824,1,1,1,1,2,1,4,4, ,1,1,1,1,3,1, ,2,2,2,2, ,3,2,2,2,2,2,2,1, ,1,1,1,2,2,566,6.22973E+11
6010825,1,1,1,1,1,1,4,3, ,1,2,1,1,3,1, ,2,2,2,2, ,2,2,2,2,4,2,3,1, ,1,2,2,2,1,503,65493475219
6010826,1,1,1,1,1,1,5,4, ,1,1,2,1,3,1, ,1,2,2,2, ,1,4,3,2,1,2,4,2, ,2,1,2,2,2,449,5.59413E+11
6010827,1,1,1,1,2,1,4,1, ,1,1,1,1,3,1, ,2,2,2,2, ,1,1,1,1,1,1,1,1, ,2,2,2,2,2,671,6.83605E+11
6010829,1,1,1,1,1,1,6,1, ,1,1,2,2, ,2, ,1,1,2,1, ,1,2,2,2,2,2,2,2, ,2,2,2,2,2,681,5.1413E+11
6010830,1,1,1,1,1,1,6,3, ,1,1,2,2, ,2, ,1,1,2,1, ,1,2,2,1,1,2,2,1, ,2,2,2,2,2,492,2.99236E+11
6010831,1,1,1,1,1,1,4,3, ,1,1,2,2, ,2, ,2,2,2,1, ,1,1,1,1,1,1,1,1, ,2,2,2,2,2,498,2.7675E+11
6010832,1,1,1,1,2,1,4,3, ,1,1,2,2, ,2, ,2,2,2,2, ,1,1,1,1,1,1,1,1, ,2,2,2,2,2,681,5.1413E+11
6010833,1,1,1,1,1,1,2,3, ,1,1,2,2, ,2, ,1,2,2,1, ,1,2,1,1,1,2,3,2, ,2,1,2,2,2,492,2.99236E+11
6010834,1,1,1,1,2,1,6,4, ,1,1,2,2, ,2, ,2,2,2,1, ,1,2,2,2,2,2,2,2, ,2,2,2,2,2,632,2.65864E+11
6010835,1,1,1,1,1,1,6,3, ,1,1,1,1,2,1, ,2,2,2,2, ,3,3,3,4,1,4,1,1, ,1,1,2,1,1,275,7.95255E+11
6010836,1,1,1,1,1,1,4,3, ,1,1,1,1,2,1, ,2,2,2,2, ,2,1,1,2,1,1,2,1, ,1,2,1,2,1,347,4.699E+11
6010837,1,1,1,1,1,1,4,3, ,1,2,1,1,2,1, ,2,2,2,2, ,2,1,1,2,1,2,4,1, ,2,2,2,2,2,297,9.77212E+11
6010838,1,1,1,1,1,1,4,1, ,1,2,1,1,2,1, ,2,2,2,2, ,1,1,1,1,2,1,3,1, ,2,2,2,2,2,399,9.84164E+11
6010839,1,1,1,1,1,1,4,3, ,1,1,1,1,2,1, ,2,2,2,2, ,1,1,1,1,1,1,2,1, ,2,1,2,2,2,347,6.34713E+11
6010840,1,1,1,1,1,1,4,3, ,1,2,1,1,2,1, ,2,2,2,2, ,1,1,1,1,1,1,1,1, ,2,2,2,2,2,443,1.9162E+11
6010841,1,1,1,1,1,1,4,3, ,1,1,1,1,2,1, ,2,2,2,2, ,1,1,2,2,1,4,2,1, ,2,2,2,2,2,242,6.51714E+11
6010842,1,1,1,1,1,1,4,3, ,1,2,1,1,2,1, ,2,2,2,2, ,1,1,1,1,1,1,1,1, ,2,2,2,2,2,394,8.39828E+11
6010843,1,1,1,1,1,1,6,3, ,1,2,1,1,2,1, ,2,2,2,2, ,1,1,1,1,1,1,1,1, ,2,2,2,2,2,279,8.31312E+11
6010844,1,1,1,1,1,6,4,3, ,1,2,1,1,2,1, ,2,2,2,2, ,4,4,4,4,1,1,1,1, ,2,2,2,2,2,301,11259162142
6010845,1,1,1,1,1,1,6,4, ,1,1,1,1,2,1, ,2,2,2,2, ,1,2,1,2,1,2,3,1, ,2,2,2,2,2,313,9.17833E+11
6010846,1,1,1,1,1,1,6,4, ,1,1,1,1,2,1, ,2,2,2,2, ,1,2,2,2,1,2,4,1, ,2,1,2,2,2,381,6.73453E+11
6010847,1,1,1,1,1,1,4,1, ,1,1,1,1,2,1, ,2,2,1,1, ,1,2,1,4,1,1,2,1, ,1,1,1,2,1,500,1.1207E+11
6010848,1,1,1,1,1,3,6,4, ,1,1,1,1,2,1, ,2,2,2,2, ,1,2,2,1,1,3,2,1, ,2,1,2,2,2,361,4153657726
6010849,1,1,1,1,1,1,6,4, ,1,1,1,1,2,1, ,2,2,2,2, ,2,2,1,1,1,2,3,1, ,2,2,2,2,2,369,6.23824E+11
6010850,1,1,1,1,1,1,4,4, ,1,1,1,1,2,1, ,2,2,2,2, ,2,3,3,3,2,2,3,1, ,2,2,2,2,2,310,1.91653E+11
6010851,1,1,1,1,1,3,6,4, ,1,1,1,1,2,1, ,2,2,2,2, ,1,1,1,1,1,1,1,1, ,2,2,2,2,2,279,8.31312E+11
6010852,1,1,1,1,1,1,6,3, ,1,1,1,1,2,1, ,2,2,2,2, ,1,1,1,1,1,1,1,2, ,2,2,2,2,2,279,8.31312E+11
6010853,1,1,1,1,1,1,6,4, ,1,1,1,1,2,1, ,2,2,2,2, ,1,3,2,2,1,2,3,1, ,2,2,1,2,2,392,3.40722E+11
6010854,1,1,1,1,1,7,6,4, ,1,1,1,1,2,1, ,1,2,2,1, ,1,1,1,1,1,1,1,1, ,1,1,1,1,2,285,6.29385E+11
6010855,1,1,1,1,1,1,4,6, ,1,1,1,1,2,1, ,2,2,2,2, ,1,1,2,1,1,1,3,3, ,1,2,1,2,2,279,8.31312E+11
6010856,1,1,1,1,1,1,4,1, ,1,1,1,1,2,1, ,2,2,2,2, ,2,1,1,1,1,1,1,1, ,2,2,2,2,2,302,7.63891E+11
6010857,1,1,1,1,2,1,4,1, ,1,1,1,1,2,1, ,2,2,2,2, ,1,1,1,1,1,1,2,1, ,2,2,2,2,2,328,1.44707E+11
6010858,1,1,1,1,1,1,6,3, ,1,2,1,1,2,1, ,2,2,2,2, ,2,2,2,2,1,2,3,3, ,2,2,1,2,1,319,4.38516E+11
6010859,1,1,1,1,1,1,6,2, ,1,2,1,1,2,1, ,1,2,2,2, ,2,2,2,1,1,3,3,2, ,1,1,1,2,1,256,3.0525E+11
6010860,1,1,1,1,1,1,4,4, ,1,2,1,1,2,1, ,2,2,2,2, ,1,4,4,1,3,1,2,1, ,1,2,2,2,2,339,9.9127E+11
6010861,1,1,1,1,1,1,4,2, ,1,2,1,1,2,1, ,2,2,2,1, ,2,4,3,2,3,4,4,2, ,1,1,1,2,1,196,6.70013E+11
6010862,1,1,1,1,1,1,6,4, ,1,0,1,1,1,1, ,2,2,2,2, ,1,1,1,1,1,1,2,1, ,2,2,2,2,2,203,2.89668E+11
6010863,1,1,1,1,1,1,4,4, ,1,0,1,1,1,1, ,2,2,2,2, ,1,1,2,1,1,1,1,2, ,2,1,2,2,2,203,2.89668E+11
6010864,1,1,1,1,1,1,6,4, ,1,0,1,1,1,1, ,1,2,2,1, ,1,1,1,1,1,1,1,2, ,1,2,2,2,2,1094,74791271465
6010865,1,1,1,1,1,1,6,4, ,1,0,1,1,1,1, ,2,2,2,2, ,1,1,1,1,1,1,2,1, ,2,2,2,2,2,833,1.8758E+11
6010866,1,1,1,1,1,1,6,4, ,1,0,1,1,1,1, ,2,2,2,2, ,1,1,2,1,1,1,1,1, ,2,2,2,2,2,1175,36912112629
6010867,1,1,1,1,1,1,6,4, ,1,1,1,1,1,1, ,2,2,2,2, ,1,1,1,1,1,1,2,1, ,2,1,2,2,2,721,2.92914E+11
6010868,1,1,1,1,1,1,6,4, ,1,1,1,1,1,1, ,2,2,2,2, ,1,1,1,1,1,1,1,1, ,2,1,2,2,2,1175,36912112629
6010869,1,1,1,1,1,1,6,4, ,1,1,1,1,1,1, ,2,2,2,2, ,1,1,1,1,1,1,1,1, ,2,2,2,2,2,637,8.63003E+11
6010870,1,1,1,1,1,1,6,4, ,1,1,1,1,1,1, ,2,2,2,1, ,1,1,1,1,1,1,1,1, ,2,1,2,2,1,526,86014615471
6010871,1,1,1,1,1,1,6,4, ,1,1,1,1,1,1, ,2,2,2,2, ,1,1,1,1,1,1,3,1, ,2,2,2,2,2,319,89449432427
6010872,1,1,1,1,1,1,6,3, ,1,2,1,1,2,1, ,1,2,2,1, ,1,3,2,3,1,1,3,3, ,1,1,2,2,2,256,3.0525E+11
6010873,1,1,1,1,2,1,4,3, ,1,2,1,1,2,1, ,2,2,2,2, ,1,1,1,1,1,1,1,1, ,2,2,2,2,2,1360,17141081931
6010874,1,1,1,1,2,1,5,3, ,1,2,1,1,2,1, ,2,2,2,2, ,1,1,1,1,1,1,1,1, ,2,2,2,2,2,1424,36999340373
6010875,1,1,1,1,2,1,4,3, ,1,2,1,1,2,1, ,2,2,2,2, ,4,2,4,4,1,1,1,1, ,2,2,2,2,2,769,70063895846
6010876,1,1,1,1,1,1,4,3, ,1,2,1,1,2,1, ,2,2,2,2, ,1,1,1,1,1,1,1,1, ,2,2,2,2,2,928,5.93574E+11
6010877,1,1,1,1,2,1,4,3, ,1,2,1,1,2,1, ,2,2,2,2, ,3,1,3,1,1,1,1,1, ,2,2,2,2,2,1404,59304155935
6010878,1,1,1,1,2,1,6,4, ,1,2,1,1,2,1, ,2,2,2,2, ,1,2,1,1,1,1,1,1, ,2,2,2,1,2,1495,45437843457
6010879,1,1,1,1,2,1,4,3, ,1,5,1,1,2,1, ,2,2,2,2, ,2,1,2,1,1,1,1,1, ,2,2,2,2,2,1310,73132569795
6010880,1,1,1,1,2,1,4,3, ,1,5,1,1,2,1, ,2,2,2,2, ,4,1,1,1,1,1,1,1, ,2,2,2,2,2,1235,50464615704
6010881,1,1,1,1,2,1,4,1, ,1,5,1,1,2,1, ,2,2,2,2, ,1,1,1,1,1,1,1,1, ,2,2,2,2,2,1858,82286655208
6010882,1,1,1,1,2,1,4,4, ,1,4,1,1,2,1, ,2,2,2,2, ,4,1,1,1,1,2,1,1, ,1,2,2,2,2,2197,54186626949
6010883,1,1,1,1,2,1,2,3, ,1,4,1,1,2,1, ,2,2,2,2, ,4,1,1,1,1,1,1,1, ,2,2,2,2,2,1002,8437262236
6010884,1,1,1,1,1,1,4,3, ,1,4,1,1,2,1, ,2,2,2,2, ,2,1,1,1,1,1,1,1, ,2,2,2,2,2,932,8.69165E+11
6010885,1,1,1,1,2,1,4,3, ,1,4,1,1,2,1, ,2,2,2,2, ,1,1,1,1,1,1,1,1, ,2,2,2,2,2,1317,48566146219
6010886,1,1,1,1,2,1,4,3, ,1,4,1,1,2,1, ,2,2,2,2, ,4,1,1,1,1,1,1,1, ,2,2,2,2,2,1518,23170926514
6010887,1,1,1,1,2,1,4,4, ,1,4,1,1,2,1, ,1,2,2,2, ,4,1,1,4,4,1,1,1, ,2,2,2,2,2,1454,3312668072
6010888,1,1,1,1,1,1,5,3, ,1,4,1,1,2,1, ,2,2,2,2, ,2,1,1,1,1,1,1,1, ,2,2,2,2,2,1360,17141081931
6010889,1,1,1,1,2,1,4,4, ,1,4,1,1,2,1, ,1,2,2,2, ,4,2,2,2,3,2,1,1, ,2,2,2,2,2,1518,23170926514
6010890,1,1,1,1,2,1,4,3, ,1,4,1,1,2,1, ,2,2,2,2, ,4,1,1,4,1,1,1,1, ,2,2,2,2,2,2251,25571258311
6010891,1,1,1,1,2,1,4,3, ,1,5,1,1,2,1, ,2,2,2,2, ,1,1,2,1,1,2,1,1, ,2,2,2,2,2,941,6.16191E+11
