DIRECTORIO,CANT_HOG_COMPLETOS,SECUENCIA_ENCUESTA,SECUENCIA_P,ORDEN,P1070,P4005,P4015,P4567,P8520,P8520S1,P8520S1A1,P8520S3,P8520S4,P8520S4A1,P8520S5,P4065,P4065S1,P4065S2,P4065S3,P4065S4,P5661,P5661S1,P5661S2,P5661S3,P5661S4,P5661S5,P5661S6,P5661S7,P5661S9,P1891,P1891S1,P1891S2,P1891S3,P1891S4,P1891S5,FEX_C,CLASE
6000186,1,1,1,1,1,1,4,4, ,1,1,1,1,3,1, ,2,2,2,2, ,1,1,1,1,1,2,1,1, ,1,1,2,2,2,2393,16014187997
6000187,1,1,1,1,1,1,6,4, ,1,1,1,1,3,1, ,2,2,2,2, ,1,1,1,1,1,1,1,1, ,2,1,2,2,2,2734,36415777393
6000188,1,1,1,1,1,5,6,4, ,1,1,1,1,3,1, ,2,2,2,2, ,1,1,2,2,1,2,4,1, ,2,1,2,1,2,3430,52344946929
6000189,1,1,1,1,1,1,6,1, ,1,1,1,1,3,1, ,2,2,2,2, ,3,1,1,1,1,1,1,4, ,2,2,2,2,2,3200,78066288848
6000190,1,1,1,1,3,1,6,4, ,1,1,1,1,3,1, ,2,2,2,2, ,4,1,3,1,2,4,4,1, ,2,1,2,2,2,2745,17793325368
6000191,1,1,1,1,2,1,4,4, ,1,1,1,1,3,1, ,2,2,2,2, ,1,1,1,1,1,1,1,1, ,2,1,1,2,2,2831,82959421106
6000192,1,1,1,1,1,1,6,4, ,1,1,1,1,3,1, ,2,2,2,2, ,1,1,1,1,1,1,1,1, ,2,1,1,2,2,3330,91859708949
6000193,1,1,1,1,2,1,4,1, ,1,1,1,1,3,1, ,2,2,2,2, ,1,1,1,1,1,1,1,1, ,2,2,2,2,2,2289,1916195589
6000194,1,1,1,1,2,1,6,4, ,1,1,1,1,3,1, ,2,2,2,2, ,1,1,1,1,1,1,1,1, ,2,1,1,1,2,2393,16014187997
6000195,1,1,1,1,1,1,6,4, ,1,1,1,1,3,1, ,2,2,2,2, ,3,1,1,1,1,1,1,1, ,2,2,2,2,2,2989,71458119553
6000196,1,1,1,1,2,8,6,4, ,1,1,1,1,3,1, ,2,2,2,2, ,1,1,1,1,1,1,1,1, ,2,1,2,2,2,2641,76425684104
6000197,1,1,1,1,3,5,6,4, ,1,1,1,1,3,1, ,2,2,2,2, ,1,1,1,1,1,1,3,1, ,2,2,2,2,2,2914,45063664646
6000198,1,1,1,1,3,1,6,4, ,1,1,1,1,3,1, ,2,2,2,2, ,3,1,1,1,1,1,2,1, ,2,1,2,2,2,2393,16014187997
6000199,1,1,1,1,1,1,6,4, ,1,1,1,1,3,1, ,2,2,2,2, ,3,2,1,1,1,1,2,1, ,2,2,1,2,2,2293,8662897512
6000200,1,1,1,1,1,1,6,4, ,1,1,1,1,3,1, ,2,2,2,2, ,2,1,1,1,1,1,1,1, ,2,1,2,2,2,2492,50635127337
6000201,1,1,1,1,2,1,4,4, ,1,1,1,1,3,1, ,2,2,2,2, ,1,1,1,1,1,1,1,1, ,2,2,2,2,2,2517,23439608535
6000202,1,1,1,1,1,2,4,3, ,1,2,1,1,2,1, ,2,2,2,2, ,1,2,2,1,1,1,4,1, ,1,2,2,1,2,163,75671762972
6000203,1,1,1,1,1,1,6,3, ,1,2,1,1,2,1, ,2,2,2,2, ,1,1,1,1,1,1,1,1, ,2,2,2,2,2,163,75671762972
6000204,1,1,1,1,1,3,6,4, ,1,2,1,1,2,1, ,2,2,2,2, ,1,1,1,1,1,1,2,1, ,2,2,2,2,2,157,1.4146E+11
6000205,1,1,1,1,1,1,4,3, ,1,2,1,1,3,1, ,2,2,2,2, ,1,1,1,1,1,2,1,1, ,2,2,2,2,2,508,5.45165E+11
6000206,1,1,1,1,1,1,4,3, ,1,2,1,1,3,1, ,2,2,2,2, ,1,1,1,1,1,2,2,1, ,2,2,2,2,1,246,4.92172E+11
6000207,1,1,1,1,1,1,4,4, ,1,2,1,1,3,1, ,2,2,2,2, ,1,1,1,1,1,2,2,1, ,2,2,2,2,2,558,4.45679E+11
6000208,1,1,1,1,1,1,6,4, ,1,2,1,1,3,1, ,2,2,2,2, ,1,1,1,1,1,1,1,1, ,2,2,2,2,2,246,4.92172E+11
6000209,1,1,1,1,3,8,7,4, ,1,1,1,1,2,1, ,2,2,2,2, ,1,2,3,2,1,2,2,1, ,2,1,2,2,2,329,3.25184E+11
6000210,1,1,1,1,1,1,6,4, ,1,2,1,1,3,1, ,2,2,2,2, ,1,1,1,1,1,1,2,1, ,2,2,2,2,2,246,4.92172E+11
6000211,1,1,1,1,2,1,6,4, ,1,1,1,1,3,1, ,2,2,2,2, ,1,1,1,1,1,2,2,1, ,2,2,2,2,2,325,2.42505E+11
6000212,1,1,1,1,2,1,6,4, ,1,1,1,1,2,1, ,2,2,2,2, ,1,2,2,1,1,2,2,1, ,1,1,1,1,2,334,3.46526E+11
6000213,1,1,1,1,1,1,4,3, ,1,1,1,1,2,1, ,2,2,2,2, ,2,2,1,1,1,2,1,1, ,2,2,2,2,2,605,7.75654E+11
6000214,1,1,1,1,2,1,4,4, ,1,3,1,1,3,1, ,2,2,2,2, ,4,1,1,2,1,1,2,1, ,1,2,1,1,2,396,2.27496E+11
6000215,1,1,1,1,1,1,6,4, ,1,1,1,1,3,1, ,2,2,2,2, ,1,1,1,1,1,2,2,1, ,2,2,2,2,2,363,5.80701E+11
6000216,1,1,1,1,1,1,4,4, ,1,2,1,1,3,1, ,2,2,2,2, ,2,1,1,2,2,2,2,1, ,2,2,2,2,2,462,6.95354E+11
6000217,1,1,1,1,1,1,6,4, ,1,2,1,1,3,1, ,2,2,2,2, ,1,1,1,1,1,1,1,1, ,2,1,1,1,2,246,4.92172E+11
6000218,1,1,1,1,1,1,6,4, ,1,1,1,1,3,1, ,2,2,2,2, ,2,2,2,2,2,2,2,2, ,1,1,2,2,2,254,6.75652E+11
6000219,1,1,1,1,1,1,6,4, ,1,1,1,1,3,1, ,2,2,2,2, ,1,1,1,1,1,1,1,1, ,2,2,2,2,2,343,3.00839E+11
6000220,1,1,1,1,1,1,6,4, ,1,1,1,1,3,1, ,2,2,2,2, ,1,2,2,1,2,2,2,2, ,1,1,1,1,2,976,22109453392
6000221,1,1,1,1,1,1,4,4, ,1,1,1,1,3,1, ,2,2,2,2, ,1,1,1,1,1,2,2,1, ,2,2,2,2,2,503,4.7381E+11
6000222,1,1,1,1,1,1,4,4, ,1,1,1,1,3,1, ,2,2,2,2, ,1,1,1,1,1,1,2,3, ,2,2,2,2,2,595,6.87933E+11
6000223,1,1,1,1,1,1,6,4, ,1,1,1,1,3,1, ,2,2,2,2, ,1,1,1,1,1,1,1,1, ,2,2,2,2,2,516,6.76826E+11
6000224,1,1,1,1,2,1,4,1, ,1,1,1,1,3,1, ,2,2,2,2, ,2,2,2,1,2,2,2,1, ,2,2,2,2,2,516,6.76826E+11
6000225,1,1,1,1,1,1,6,4, ,1,1,1,1,3,1, ,2,2,2,2, ,1,1,2,1,1,2,2,1, ,2,2,1,1,2,310,6.54044E+11
6000226,1,1,1,1,1,1,6,4, ,1,1,1,1,3,1, ,2,2,2,2, ,1,1,1,1,1,1,1,1, ,2,2,2,2,2,310,6.54044E+11
6000232,1,1,1,1,3,1,4,4, ,1,3,1,1,2,1, ,2,2,2,2, ,1,1,2,1,1,1,1,1, ,2,2,2,2,2,663,2.45036E+11
6000234,1,1,1,1,1,1,4,3, ,1,3,1,1,7,1, ,2,2,2,2, ,1,2,2,1,1,1,1,1, ,2,2,2,2,2,310,6.54044E+11
6000235,1,1,1,1,1,1,4,4, ,1,2,1,1,3,1, ,2,2,2,2, ,2,2,1,1,1,2,2,1, ,2,2,2,2,2,246,4.92172E+11
6000236,1,1,1,1,3,1,4,4, ,1,2,1,1,3,1, ,2,2,2,2, ,1,2,1,1,1,2,2,1, ,2,2,2,2,2,246,4.92172E+11
6000237,1,1,1,1,3,1,4,4, ,1,2,1,1,7,1, ,2,2,2,2, ,1,2,1,1,3,2,1,1, ,2,2,2,2,2,246,4.92172E+11
6000238,1,1,1,1,3,1,4,2, ,1,3,1,1,7,1, ,2,2,2,2, ,1,2,1,2,2,1,2,1, ,2,2,2,2,2,516,6.76826E+11
6000239,1,1,1,1,3,1,4,2, ,1,3,1,1,7,1, ,2,2,2,2, ,1,2,1,1,1,1,1,1, ,2,2,2,2,2,246,4.92172E+11
6000240,1,1,1,1,3,1,4,4, ,1,3,1,1,7,1, ,2,2,2,2, ,1,2,2,1,1,2,2,1, ,2,2,2,1,2,516,6.76826E+11
6000241,1,1,1,1,2,1,6,1, ,1,3,1,1,3,1, ,2,2,2,2, ,1,4,1,1,1,1,1,1, ,2,1,2,2,2,4548,38342497893
6000242,1,1,1,1,2,1,4,4, ,1,3,1,1,3,1, ,2,2,2,2, ,1,2,2,1,1,1,1,1, ,2,2,2,2,2,2981,91249350865
6000243,1,1,1,1,2,1,4,4, ,1,3,1,1,3,1, ,2,2,2,2, ,2,2,1,2,1,2,2,1, ,2,2,2,2,2,4380,4057969706
6000244,1,1,1,1,2,1,4,1, ,1,3,1,1,3,1, ,2,2,2,2, ,2,4,4,2,2,2,2,1, ,1,1,1,2,1,3390,69715411993
6000245,1,1,1,1,2,1,4,4, ,1,3,1,1,3,1, ,2,2,2,2, ,1,2,1,2,2,4,2,1, ,1,2,2,2,2,2208,9929333832
6000246,1,1,1,1,2,1,4,4, ,1,3,1,1,3,1, ,2,2,2,2, ,1,1,2,2,3,2,3,1, ,1,2,2,2,2,6731,9687718741
6000247,1,1,1,1,2,1,4,4, ,1,3,1,1,3,1, ,2,2,2,2, ,2,2,1,1,3,3,3,1, ,1,2,2,2,2,4593,67449984063
6000248,1,1,1,1,1,1,4,3, ,1,3,1,1,3,1, ,2,2,2,2, ,1,2,1,2,1,1,1,1, ,2,2,2,2,2,4589,18703001016
6000250,1,1,1,1,1,1,4,3, ,1,3,1,1,3,1, ,2,2,2,2, ,2,1,2,2,2,4,2,2, ,2,2,2,2,2,2448,92876471086
6000251,1,1,1,1,1,1,4,3, ,1,3,1,1,3,1, ,2,2,2,2, ,1,1,1,1,1,1,2,1, ,2,2,2,2,2,3520,76893612176
6000253,1,1,1,1,2,1,4,4, ,1,3,1,1,3,1, ,2,2,2,2, ,2,2,2,1,1,2,1,1, ,2,2,2,2,2,4287,91408476457
6000254,1,1,1,1,1,1,4,3, ,1,3,1,1,3,1, ,2,2,2,2, ,2,3,4,1,1,4,4,1, ,2,2,2,2,2,4355,30720076572
6000256,1,1,1,1,1,1,4,1, ,1,3,1,1,3,1, ,2,2,2,2, ,2,2,2,2,2,3,2,2, ,2,2,2,2,2,4148,91435720665
6000257,1,1,1,1,1,1,4,1, ,1,3,1,1,3,1, ,2,2,2,2, ,1,2,2,2,1,4,4,2, ,1,1,1,1,2,3433,45731573863
6000258,1,1,1,1,1,1,6,2, ,1,1,1,1,3,1, ,2,2,2,2, ,1,1,2,2,1,1,4,3, ,2,2,2,2,2,256,2.67569E+11
6000259,1,1,1,1,1,1,6,1, ,1,1,1,1,3,1, ,2,2,2,2, ,2,1,1,1,1,1,1,1, ,2,2,2,2,2,255,9.4267E+11
6000260,2,1,1,1,2,1,6,4, ,1,1,1,1,3,1, ,2,2,2,2, ,2,2,2,1,1,2,2,1, ,2,2,2,2,2,412,8.36119E+11
6000261,1,1,1,1,1,1,6,2, ,1,1,1,1,3,1, ,2,2,2,2, ,1,1,1,2,1,2,3,1, ,2,2,2,2,2,206,1.89666E+11
6000262,1,1,1,1,2,1,6,4, ,1,1,1,1,3,1, ,2,2,2,2, ,2,2,2,2,2,2,2,1, ,2,2,2,2,2,162,9.69947E+11
6000263,1,1,1,1,1,1,6,4, ,1,1,1,1,3,1, ,2,2,2,2, ,2,2,2,1,2,2,2,2, ,2,2,2,2,2,460,6.75809E+11
6000264,1,1,1,1,2,1,6,2, ,1,1,1,1,3,1, ,2,2,2,2, ,1,1,3,2,2,1,3,1, ,2,2,2,2,1,225,7.85025E+11
6000265,1,1,1,1,2,1,6,4, ,1,1,1,1,3,1, ,2,2,2,2, ,2,2,2,2,2,2,2,2, ,2,2,2,2,2,332,3.50139E+11
6000266,1,1,1,1,1,1,4,4, ,1,1,1,1,3,1, ,2,2,2,2, ,1,1,1,1,1,1,2,1, ,2,2,2,2,2,225,7.85025E+11
6000267,1,1,1,1,2,1,4,2, ,1,1,1,1,3,1, ,2,2,2,2, ,1,1,1,1,1,2,2,1, ,1,1,2,2,2,223,85465286928
6000268,1,1,1,1,1,1,4,1, ,1,1,1,1,3,1, ,2,2,2,2, ,1,1,1,1,1,1,2,1, ,2,2,2,2,2,225,7.85025E+11
6000269,1,1,1,1,1,1,6,4, ,1,1,1,1,3,1, ,2,2,2,2, ,1,1,1,1,1,1,2,1, ,1,1,2,2,1,421,8.537E+11
6000270,1,1,1,1,1,1,4,1, ,1,1,1,1,3,1, ,2,2,2,2, ,1,1,1,1,1,1,1,1, ,2,2,2,2,2,225,7.85025E+11
6000271,1,1,1,1,1,1,4,3, ,1,1,1,1,3,1, ,2,2,2,2, ,1,1,1,1,1,3,2,1, ,2,2,2,2,2,206,1.89666E+11
6000272,1,1,1,1,1,1,4,4, ,1,1,1,1,3,1, ,2,2,2,2, ,2,2,2,2,2,2,2,2, ,2,2,2,2,2,153,2.08227E+11
6000273,1,1,1,1,1,1,4,1, ,1,1,1,1,3,1, ,2,2,2,2, ,1,1,1,1,1,1,1,1, ,2,2,2,2,2,179,2.27925E+11
6000274,1,1,1,1,1,1,6,2, ,1,1,1,1,3,1, ,2,2,2,2, ,2,2,2,2,2,2,2,2, ,2,2,2,2,2,117,6.19272E+11
6000275,1,1,1,1,1,1,6,1, ,1,1,1,1,3,1, ,2,2,2,2, ,2,2,2,2,2,2,2,2, ,2,2,2,2,2,611,3.86822E+11
6000277,1,1,1,1,2,1,6,4, ,1,1,1,1,3,1, ,2,2,2,2, ,2,2,2,2,2,2,2,2, ,2,2,2,2,2,147,7981028533
6000278,1,1,1,1,2,1,4,2, ,1,1,1,1,3,1, ,2,2,2,2, ,1,1,1,2,1,1,3,2, ,2,2,2,2,2,137,1.19533E+11
6000279,1,1,1,1,2,1,4,2, ,1,1,1,1,3,1, ,2,2,2,2, ,1,1,1,1,1,2,2,1, ,2,2,2,2,2,239,52516528212
6000280,1,1,1,1,2,1,6,1, ,1,1,1,1,3,1, ,2,2,2,2, ,2,1,1,1,1,1,1,1, ,2,2,2,2,2,168,4.78041E+11
6000281,1,1,1,1,1,1,6,3, ,1,1,1,1,3,1, ,2,2,2,2, ,2,1,2,1,1,2,2,4, ,2,1,2,2,2,296,1.49215E+11
6000282,1,1,1,1,2,1,6,4, ,1,1,1,1,3,1, ,2,2,2,2, ,2,2,2,2,2,2,2,2, ,2,2,2,2,2,155,2.03229E+11
6000283,1,1,1,1,1,1,4,4, ,1,1,1,1,3,1, ,2,2,2,2, ,1,2,1,2,1,3,3,1, ,2,2,2,2,2,399,1.86405E+11
6000284,1,1,1,1,1,1,4,1, ,1,1,1,1,3,1, ,2,2,2,2, ,2,2,2,2,2,2,3,2, ,2,2,2,2,2,209,5.27738E+11
6000285,1,1,1,1,2,1,6,4, ,1,1,1,1,3,1, ,2,2,2,2, ,2,2,2,2,2,2,3,2, ,2,2,2,2,2,203,3.27492E+11
6000287,1,1,1,1,2,1,6,3, ,1,1,1,1,3,1, ,2,2,2,2, ,1,2,2,1,2,2,2,1, ,2,2,2,2,2,299,4.87288E+11
6000288,1,1,1,1,1,1,6,4, ,1,1,1,1,3,1, ,2,2,2,2, ,2,2,2,2,2,2,2,2, ,2,2,2,2,2,272,8.29704E+11
6000289,1,1,1,1,2,1,4,3, ,1,1,1,1,3,1, ,2,2,2,2, ,1,1,1,1,1,1,1,1, ,2,2,2,2,2,182,8.08068E+11
6000290,1,1,1,1,1,1,6,3, ,1,2,1,1,2,1, ,2,2,2,2, ,1,3,2,2,2,3,3,1, ,2,2,2,2,2,218,8.06227E+11
6000291,1,1,1,1,2,1,4,3, ,1,1,1,1,3,1, ,2,2,2,2, ,1,1,1,1,1,2,3,1, ,2,2,2,2,2,110,6394998141
6000292,1,1,1,1,2,1,4,2, ,1,1,1,1,3,1, ,2,2,2,2, ,1,2,1,1,1,2,3,1, ,2,2,2,2,2,296,1.49215E+11
6000293,1,1,1,1,1,1,4,4, ,1,1,1,1,3,1, ,2,2,2,2, ,2,1,1,1,1,2,2,1, ,2,2,1,2,1,209,5.27738E+11
6000294,1,1,1,1,2,1,4,1, ,1,2,1,1,3,1, ,2,2,2,2, ,1,1,1,1,1,1,1,1, ,2,2,2,2,2,397,20105153087
6000295,1,1,1,1,1,1,4,2, ,1,2,1,1,3,1, ,2,2,2,2, ,1,2,3,1,2,2,1,1, ,2,2,2,2,2,482,77753393784
6000296,1,1,1,1,1,1,4,2, ,1,2,1,1,3,1, ,2,2,2,2, ,2,1,1,1,1,2,2,2, ,2,2,2,2,2,812,5.9584E+11
6000297,1,1,1,1,1,1,4,2, ,1,2,1,1,3,1, ,2,2,2,2, ,1,1,1,1,1,1,2,1, ,1,1,2,2,2,347,6.4922E+11
6000298,1,1,1,1,1,1,4,2, ,1,2,1,1,3,1, ,2,2,2,2, ,1,1,1,1,1,1,2,1, ,2,2,2,2,2,621,8.41142E+11
6000299,1,1,1,1,1,1,4,2, ,1,2,1,1,3,1, ,2,2,2,2, ,1,1,1,1,1,1,1,1, ,2,2,2,2,2,524,38876158753
6000300,1,1,1,1,1,1,4,2, ,1,3,1,1,3,1, ,2,2,2,2, ,2,2,2,1,1,2,2,1, ,2,1,2,2,2,608,7.11045E+11
6000301,1,1,1,1,2,1,4,1, ,1,3,1,1,3,1, ,2,2,2,2, ,1,1,1,1,1,1,1,1, ,2,2,2,2,2,824,8.72015E+11
6000302,1,1,1,1,2,1,4,1, ,1,3,1,1,3,1, ,2,2,2,2, ,1,1,1,1,1,1,2,1, ,2,2,2,2,2,360,43952817628
6000303,1,1,1,1,1,1,4,2, ,1,3,1,1,3,1, ,2,2,2,2, ,1,1,1,1,1,1,1,1, ,2,2,2,2,1,1018,91037757421
6000304,1,1,1,1,2,1,4,1, ,1,3,1,1,3,1, ,2,2,2,2, ,2,1,2,1,1,1,2,1, ,1,2,2,2,2,563,8.1019E+11
6000305,1,1,1,1,2,1,6,4, ,1,2,1,1,3,1, ,2,2,2,2, ,3,1,1,1,1,2,1,1, ,2,1,2,2,2,499,8.07342E+11
6000306,1,1,1,1,2,1,6,2, ,1,2,1,1,3,1, ,2,2,2,2, ,1,3,1,1,1,1,2,1, ,2,1,2,2,2,736,1.98259E+11
6000307,2,1,1,1,2,1,4,1, ,1,2,1,1,3,1, ,2,2,2,2, ,1,2,2,1,1,2,2,1, ,2,2,2,2,2,492,9.12269E+11
6000308,1,1,1,1,2,1,4,1, ,1,2,1,1,3,1, ,2,2,2,2, ,1,2,1,2,4,2,2,1, ,2,2,2,2,2,397,20105153087
6000309,1,1,1,1,2,1,4,1, ,1,2,1,1,3,1, ,2,2,2,2, ,2,4,1,3,1,1,4,1, ,2,2,2,2,2,728,4.03018E+11
6000310,1,1,1,1,1,1,4,2, ,1,2,1,1,3,1, ,2,2,2,2, ,1,1,1,1,1,2,1,1, ,2,1,1,2,1,524,38876158753
6000311,2,1,1,1,2,1,4,2, ,1,2,1,1,3,1, ,2,2,2,2, ,1,1,1,1,1,2,2,1, ,2,1,1,2,2,810,7.51598E+11
6000312,1,1,1,1,2,1,4,2, ,1,2,1,1,3,1, ,2,2,2,2, ,2,1,1,1,1,2,4,1, ,2,1,2,2,2,428,6.61402E+11
6000313,1,1,1,1,1,1,4,2, ,1,2,1,1,3,1, ,2,2,2,2, ,2,1,1,1,1,1,1,1, ,1,1,1,2,1,517,51132816121
6000314,1,1,1,1,1,1,4,3, ,1,1,1,1,3,1, ,2,2,2,2, ,2,1,2,3,1,1,3,3, ,2,2,2,2,2,530,3.62037E+11
6000315,1,1,1,1,1,1,4,3, ,1,1,1,1,3,1, ,2,2,2,2, ,2,2,2,1,1,1,1,4, ,1,1,2,2,2,439,7.00575E+11
6000316,1,1,1,1,1,1,6,1, ,1,1,1,1,3,1, ,2,2,2,2, ,1,2,1,1,1,1,4,1, ,2,2,2,2,2,556,5.30998E+11
6000317,1,1,1,1,1,1,6,1, ,1,1,1,1,3,1, ,1,2,2,2, ,1,2,2,2,1,1,2,1, ,1,1,2,2,2,313,7.01625E+11
6000318,2,1,1,1,1,1,4,3, ,1,1,1,1,3,1, ,1,2,2,2, ,1,1,1,1,1,1,2,2, ,1,1,2,2,2,714,52095126938
6000319,1,1,1,1,2,1,4,3, ,1,1,1,1,3,1, ,2,2,2,1, ,1,2,2,3,1,4,1,1, ,2,2,2,2,2,732,9.26576E+11
6000320,1,1,1,1,1,1,6,1, ,1,1,1,1,3,1, ,1,2,2,1, ,1,2,3,4,1,2,4,4, ,1,1,2,2,2,601,5.74449E+11
6000321,1,1,1,1,1,1,6,1, ,1,1,1,1,3,1, ,1,2,2,2, ,1,1,2,1,1,1,2,1, ,1,2,2,2,1,629,9.9991E+11
6000322,1,1,1,1,1,1,6,1, ,1,1,1,1,3,1, ,1,2,1,1, ,2,2,1,1,1,2,2,1, ,1,1,1,2,2,596,9.26258E+11
6000323,1,1,1,1,1,1,4,1, ,1,1,1,1,3,1, ,1,2,2,2, ,1,1,2,1,1,1,1,1, ,1,1,2,2,2,634,9.43515E+11
6000324,1,1,1,1,2,1,6,2, ,1,1,1,1,3,1, ,2,2,2,2, ,1,1,1,1,1,1,1,1, ,2,1,2,2,2,785,2.64507E+11
6000325,1,1,1,1,1,1,4,1, ,1,1,1,1,3,1, ,2,2,2,2, ,2,1,1,1,1,2,1,1, ,2,2,2,2,2,556,1.85698E+11
6000326,1,1,1,1,1,1,4,2, ,1,1,1,1,3,1, ,1,2,2,2, ,2,2,2,1,1,1,1,3, ,2,2,2,2,1,601,5.74449E+11
6000327,1,1,1,1,1,1,4,3, ,1,1,1,1,3,1, ,2,2,2,2, ,2,1,1,1,1,1,1,1, ,2,2,2,2,2,763,5.09434E+11
6000328,1,1,1,1,1,1,4,3, ,1,1,1,1,3,1, ,1,1,2,2, ,1,1,1,1,2,1,1,1, ,1,1,2,2,2,657,1.82967E+11
6000330,1,1,1,1,1,1,6,3, ,1,1,1,1,3,1, ,2,2,2,2, ,1,1,1,1,1,1,1,1, ,2,1,2,2,2,728,5.33505E+11
6000331,1,1,1,1,2,1,6,1, ,1,1,1,1,3,1, ,1,2,2,1, ,1,1,2,1,1,1,1,1, ,2,2,2,2,2,646,3.83598E+11
6000332,1,1,1,1,1,1,6,4, ,1,1,1,1,3,1, ,2,2,2,1, ,3,2,1,1,1,1,2,1, ,2,1,2,2,2,512,8.74073E+11
6000333,1,1,1,1,1,1,6,1, ,1,2,1,1,3,1, ,2,2,2,2, ,1,1,1,1,1,1,2,1, ,2,2,2,2,2,463,44304113365
6000334,1,1,1,1,2,1,4,1, ,1,1,1,1,3,1, ,2,2,2,2, ,1,1,1,1,1,1,2,1, ,2,2,2,2,2,696,5.64131E+11
6000335,1,1,1,1,2,1,6,1, ,1,1,1,1,3,1, ,2,2,2,1, ,1,1,1,1,1,1,3,1, ,1,2,2,2,2,663,5.76148E+11
6000336,1,1,1,1,1,1,6,1, ,1,2,1,1,2,1, ,2,2,2,2, ,1,2,2,1,1,2,4,1, ,1,1,2,2,2,452,6.26928E+11
6000338,1,1,1,1,1,1,4,1, ,1,2,1,1,8,1, ,2,2,2,2, ,1,2,2,1,1,1,2,1, ,2,2,2,2,2,878,9.65765E+11
6000339,1,1,1,1,1,1,4,1, ,1,2,1,1,3,1, ,2,2,2,2, ,4,2,1,1,1,2,2,1, ,1,1,2,2,2,533,1.81062E+11
6000340,1,1,1,1,1,1,4,1, ,1,2,1,1,2,1, ,2,2,2,2, ,1,1,1,1,1,1,4,1, ,2,1,2,2,2,735,8.89068E+11
6000341,1,1,1,1,1,1,4,2, ,1,3,1,1,2,1, ,2,2,2,2, ,1,1,1,4,1,4,4,1, ,2,2,2,2,2,474,8.87931E+11
6000342,1,1,1,1,2,1,6,1, ,1,3,1,1,2,1, ,2,2,2,2, ,1,1,1,1,3,1,2,1, ,2,1,2,2,2,525,5.38164E+11
6000343,1,1,1,1,2,1,4,3, ,1,3,1,1,2,1, ,2,2,2,2, ,1,1,1,2,1,1,1,1, ,2,2,2,2,2,546,5.26532E+11
6000344,1,1,1,1,1,1,4,2, ,1,3,1,1,2,1, ,2,2,2,2, ,1,1,1,1,1,1,1,1, ,2,2,2,2,2,545,2.71398E+11
6000345,1,1,1,1,2,1,4,1, ,1,3,1,1,2,1, ,2,2,2,2, ,1,1,1,1,1,1,1,1, ,2,2,2,2,2,468,2.42954E+11
6000346,1,1,1,1,2,1,4,1, ,1,3,1,1,2,1, ,1,2,2,2, ,1,1,1,1,1,1,2,1, ,2,2,2,2,2,676,6.72775E+11
6000347,1,1,1,1,1,1,4,1, ,1,3,1,1,2,1, ,2,2,2,2, ,2,2,2,2,1,1,1,1, ,2,2,2,2,2,527,4.59247E+11
6000348,1,1,1,1,2,1,4,1, ,1,1,2,1,2,1, ,2,2,2,2, ,1,1,1,1,1,1,3,1, ,2,2,2,2,2,273,3.518E+11
6000349,1,1,1,1,1,1,4,2, ,1,1,2,1,2,1, ,2,2,2,2, ,1,1,1,1,1,1,2,1, ,2,2,2,2,2,161,97564842904
6000350,1,1,1,1,1,1,4,3, ,1,1,1,1,2,1, ,2,2,2,2, ,1,1,1,1,1,1,4,1, ,2,2,2,1,2,101,9.09338E+11
6000351,1,1,1,1,1,1,4,2, ,1,1,2,1,2,1, ,2,2,2,2, ,1,1,1,2,1,1,2,1, ,2,2,2,2,2,162,3.39865E+11
6000352,1,1,1,1,1,1,6,4, ,1,1,2,1,2,1, ,2,2,2,1, ,1,2,1,2,1,1,2,1, ,2,1,2,1,2,148,3.58856E+11
6000353,1,1,1,1,2,1,4,3, ,1,1,2,1,2,1, ,2,2,2,2, ,1,1,1,2,1,1,2,1, ,2,2,2,2,2,152,58273397435
6000354,1,1,1,1,1,4,6,4, ,1,1,1,1,1,1, ,2,2,2,2, ,1,1,1,1,1,1,4,1, ,2,1,2,2,2,175,85251477325
6000355,1,1,1,1,1,3,6,4, ,1,1,2,2, ,2, ,2,2,2,2, ,1,1,1,1,1,1,1,1, ,2,2,2,2,2,1766,28458300657
6000356,1,1,1,1,1,3,7,2, ,1,1,2,2, ,1, ,2,1,2,2, ,1,1,1,1,1,1,2,2, ,2,2,2,2,2,236,38893566535
6000357,1,1,1,1,3,4,6,2, ,1,1,1,1,1,1, ,2,2,2,2, ,1,1,1,1,1,1,4,1, ,2,2,2,2,2,252,9.92315E+11
6000358,1,1,1,1,2,1,4,1, ,1,3,1,1,2,1, ,2,2,2,2, ,4,1,1,1,2,1,2,1, ,2,2,2,2,2,447,2.76001E+11
6000359,1,1,1,1,2,1,4,3, ,1,3,1,1,2,1, ,2,2,2,2, ,1,1,1,2,1,2,1,1, ,2,2,2,2,2,447,2.76001E+11
6000360,1,1,1,1,1,1,4,2, ,1,3,1,1,2,1, ,2,2,2,2, ,2,1,1,1,1,2,2,1, ,2,2,2,2,2,280,6.28903E+11
6000361,1,1,1,1,1,1,4,2, ,1,3,1,1,2,1, ,1,2,2,2, ,4,1,1,1,1,3,1,1, ,2,1,1,1,2,576,68922070146
6000362,1,1,1,1,1,1,4,1, ,1,3,1,1,2,1, ,2,2,2,2, ,2,1,2,1,2,1,2,1, ,2,2,2,2,2,531,8.49298E+11
6000363,1,1,1,1,2,1,4,2, ,1,3,1,1,2,1, ,2,2,2,1, ,3,1,2,1,2,2,4,1, ,1,2,2,2,1,788,9.72859E+11
